date,condition,quantity,price,card_name
5/24/24,NM Holofoil,1,$5.09,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/24/24,NM Holofoil,1,$5.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/24/24,NM Holofoil,1,$6.20,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/24/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/24/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/24/24,NM Holofoil,1,$4.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$6.20,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$5.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,LP Holofoil,1,$4.42,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$5.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$7.64,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$6.19,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$5.59,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$6.19,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/23/24,NM Holofoil,1,$4.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$4.94,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$5.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$7.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$5.66,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,LP Holofoil,1,$4.06,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$7.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$6.80,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/22/24,NM Holofoil,1,$6.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.52,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$4.75,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$4.90,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,LP Holofoil,1,$4.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.25,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.10,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.51,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$6.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$6.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$6.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$4.52,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.25,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/21/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$4.70,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$5.41,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$6.81,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$7.24,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$5.26,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$4.70,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/20/24,NM Holofoil,1,$4.65,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$6.62,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$6.60,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$6.27,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$5.80,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$6.04,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$5.19,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$5.54,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$6.27,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$4.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$4.52,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/19/24,NM Holofoil,1,$5.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/18/24,NM Holofoil,1,$4.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/18/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/18/24,NM Holofoil,1,$6.60,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/18/24,NM Holofoil,1,$4.52,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/18/24,NM Holofoil,1,$6.02,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$6.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$6.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.60,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,2,$4.69,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.59,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.52,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,2,$4.52,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.48,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$6.60,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,LP Holofoil,1,$4.06,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.74,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$9.97,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.74,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.45,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$8.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.74,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.31,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.74,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.75,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.39,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.84,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.39,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.46,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,2,$5.62,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.62,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$4.40,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$6.02,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/17/24,NM Holofoil,1,$6.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/16/24,NM Holofoil,1,$4.45,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/16/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/16/24,LP Holofoil,1,$4.40,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/16/24,NM Holofoil,1,$5.98,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/16/24,NM Holofoil,1,$4.45,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/15/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/15/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/15/24,NM Holofoil,1,$8.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/15/24,NM Holofoil,1,$4.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/15/24,NM Holofoil,1,$6.02,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/15/24,NM Holofoil,1,$5.76,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$4.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$8.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$8.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$4.69,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,2,$4.71,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,5,$4.91,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,NM Holofoil,1,$5.76,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/14/24,LP Holofoil,1,$5.69,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$6.22,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,LP Holofoil,1,$5.39,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$8.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$8.98,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$3.16,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$5.58,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$7.64,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,1,$5.39,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/13/24,NM Holofoil,2,$4.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,LP Holofoil,1,$5.69,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,1,$3.19,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,1,$7.64,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,1,$4.36,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,LP Holofoil,1,$5.39,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,1,$7.48,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,LP Holofoil,2,$4.10,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,1,$4.74,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,3,$4.90,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,1,$5.39,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/12/24,NM Holofoil,2,$7.48,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,NM Holofoil,1,$4.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,NM Holofoil,1,$6.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,LP Holofoil,1,$4.70,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,NM Holofoil,1,$3.19,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,NM Holofoil,1,$6.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,LP Holofoil,1,$4.06,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/11/24,LP Holofoil,1,$4.06,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$5.56,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,2,$4.95,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$4.44,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$4.01,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$6.50,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$5.99,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/10/24,NM Holofoil,1,$5.31,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$5.59,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$4.44,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$6.69,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$6.68,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$5.32,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$5.32,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$5.32,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/9/24,NM Holofoil,1,$4.98,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/8/24,NM Holofoil,1,$5.00,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/8/24,NM Holofoil,1,$5.49,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/7/24,LP Holofoil,1,$5.98,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
5/7/24,LP Holofoil,1,$5.30,Hisuian Samurott VSTAR - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$4.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,2,$6.56,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$5.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$6.56,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$6.81,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$5.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$8.50,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$5.94,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$4.75,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,2,$5.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$5.21,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$5.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$6.50,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$4.49,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,NM Holofoil,1,$4.50,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/4/24,LP Holofoil,1,$4.17,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$8.85,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$5.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$5.95,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.98,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$5.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.82,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.50,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$4.75,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/3/24,NM Holofoil,1,$6.20,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$6.20,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$5.89,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$5.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$6.25,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,3,$6.53,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,3,$6.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$5.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$5.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$6.09,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,LP Holofoil,1,$4.20,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$5.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$6.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/2/24,NM Holofoil,1,$8.97,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,LP Holofoil,1,$5.40,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$5.80,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$6.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$5.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,2,$4.88,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$6.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,LP Holofoil,1,$5.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$6.98,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$5.91,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
9/1/24,NM Holofoil,1,$6.00,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$5.75,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$4.41,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$7.24,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$6.95,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,LP Holofoil,1,$6.62,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$6.99,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$5.67,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$6.79,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$5.50,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/31/24,NM Holofoil,1,$6.95,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$4.96,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$5.67,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$5.95,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$5.95,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$5.67,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$6.29,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
8/30/24,NM Holofoil,1,$5.25,Mew - Crown Zenith: Galarian Gallery (CRZ:GG)
